iso639_3;data_type;text_type;transcription_type;tokens;resource_setting;transcription_convention;path-pdf;path-ortho;path-transcription;link;last_accessed;availability;language_variety;language_name;100LC;script;notes_on_source;notes;;;;;;;;
mah;text file;word list;Narrow;1’502;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Marshallese;false;Latin;;;;;;;;;;
mak;text file;word list;Narrow;405;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Makasar;false;Latin;;;;;;;;;;
mal;text file;word list;Narrow;141;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Malayalam;false;Malayalam;;;;;;;;;;
lkt;;;;;;;;;;;;;;Lakota;true;;;;;;;;;;;
lue;;;;;;;;;;;;;;Luvale;true;;;;;;;;;;;
mar;text file;word list;Broad;588;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Marathi;false;Devanagari;;;;;;;;;;
mar;text file;word list;Narrow;118;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Marathi;false;Devanagari;;;;;;;;;;
mdf;text file;word list;Broad;117;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Moksha;false;Cyrillic;;;;;;;;;;
mfe;text file;word list;Broad;206;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Morisyen;false;Latin;;;;;;;;;;
mga;text file;word list;Broad;247;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Middle Irish (900-1200);false;Latin;;;;;;;;;;
mic;text file;word list;Broad;137;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Mi'kmaq;false;Latin;;;;;;;;;;
mic;text file;word list;Narrow;135;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Mi'kmaq;false;Latin;;;;;;;;;;
mkd;text file;word list;Narrow;6’878;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Macedonian;false;Cyrillic;;;;;;;;;;
mlg;text file;word list;Broad;146;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Malagasy;false;Latin;;;;;;;;;;
mlt;text file;word list;;1’000;;IPA;;;;https://github.com/sigmorphon/2021-task1/tree/main/data/medium;13.07.2021;0;Latin script;Maltese;false;;;;;;;;;;;
mlt;text file;word list;Broad;4’609;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Maltese;false;Latin;;;;;;;;;;
mlt;text file;word list;Broad;4’035;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Maltese;false;Latin;;;;;;;;;;
lvk;;;;;;;;;;;;;;Lavukaleve;true;;;;;;;;;;;
mnc;text file;word list;Narrow;890;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Manchu;false;Mongolian;;;;;;;;;;
mnw;text file;word list;Broad;514;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Mon;false;Myanmar;;;;;;;;;;
mon;text file;word list;Broad;1’166;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Mongolian;false;Cyrillic;;;;;;;;;;
mon;text file;word list;Narrow;510;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Mongolian;false;Cyrillic;;;;;;;;;;
msa;text file;word list;Broad;628;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Malay (macrolanguage);false;Arabic;;;;;;;;;;
mig;;;;;;;;;;;;;;San Miguel El Grande Mixtec;true;;;;;;;;;;;
msa;text file;word list;Narrow;220;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Malay (macrolanguage);false;Arabic;;;;;;;;;;
msa;text file;word list;Broad;2’057;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Malay (macrolanguage);false;Latin;;;;;;;;;;
msa;text file;word list;Narrow;444;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Malay (macrolanguage);false;Latin;;;;;;;;;;
mni;;;;;;;;;;;;;;Manipuri;true;;;;;;;;;;;
mpc;;;;;;;;;;;;;;Mangarrayi;true;;;;;;;;;;;
mph;;;;;;;;;;;;;;Mawng;true;;;;;;;;;;;
mww;text file;word list;Broad;322;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Hmong Daw;false;Latin;;;;;;;;;;
mrc;;;;;;;;;;;;;;Maricopa;true;;;;;;;;;;;
mya;text file;word list;Broad;4’636;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Burmese;true;Myanmar;WikiPron Data, mined from Wiktionary;;;;;;;;;
nan;text file;word list;Broad;44’588;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Xiamen;Min Nan Chinese;false;Han;;;;;;;;;;
nap;text file;word list;Broad;321;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Neapolitan;false;Latin;;;;;;;;;;
mya;text file;word list;Broad;4’631;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Burmese;true;Myanmar;WikiPron Data, mined from Wiktionary;;;;;;;;;
mya;pdf;full text (the north wind and the sun);unk;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;;Burmese;true;;;;;;;;;;;
mya;pdf;full text (the north wind and the sun);unk;42;low;IPA;theNorthWindAndTheSun/burmese.pdf;theNorthWindAndTheSun/mya-orthographic.txt;theNorthWindAndTheSun/mya.txt;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/burmese/334DD11C94575EF39A51109B008FB090;11.08.2021;1;;Burmese;true;;the transcription was provided by Simon Greenhill, https://github.com/SimonGreenhill/jipa;;;;;;;;;
nav;text file;word list;Broad;226;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Navajo;false;Latin;;;;;;;;;;
nci;text file;word list;Broad;820;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Classical Nahuatl;false;Latin;;;;;;;;;;
myh;;;;;;;;;;;;;;Makah;true;;;;;;;;;;;
myp;;;;;;;;;;;;;;Pirahã;true;;;;;;;;;;;
nld;image;full text (the north wind and the sun);broad;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;;Dutch;false;;;;;;;;;;;
mzh;;;;;;;;;;;;;;Wichí Lhamtés Güisnay;true;;;;;;;;;;;
nci;text file;word list;Narrow;1’396;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Classical Nahuatl;false;Latin;;;;;;;;;;
nds;text file;word list;Broad;185;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Low German;false;Latin;;;;;;;;;;
nep;text file;word list;Broad;1’223;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Nepali (macrolanguage);false;Devanagari;;;;;;;;;;
nep;text file;word list;Narrow;982;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Nepali (macrolanguage);false;Devanagari;;;;;;;;;;
new;text file;word list;Broad;403;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Newari;false;Devanagari;;;;;;;;;;
nhg;text file;word list;Narrow;305;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Tetelcingo Nahuatl;false;Latin;;;;;;;;;;
nhn;text file;word list;Broad;102;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;19.10.2021;0;Central;Nahuatl;false;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
nhx;text file;word list;Broad;146;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Isthmus-Mecayapan Nahuatl;false;Latin;;;;;;;;;;
nld;text file;word list;Broad;30’623;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;"Dutch; Flemish";false;Latin;;;;;;;;;;
nld;text file;word list;Broad;30’566;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;"Dutch; Flemish";false;Latin;;;;;;;;;;
nld;text file;word list;Narrow;652;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;"Dutch; Flemish";false;Latin;;;;;;;;;;
nmy;text file;word list;Narrow;368;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Namuyi;false;Latin;;;;;;;;;;
nno;text file;word list;Broad;1’378;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Norwegian Nynorsk;false;Latin;;;;;;;;;;
nno;text file;word list;Narrow;206;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Norwegian Nynorsk;false;Latin;;;;;;;;;;
nob;text file;word list;Broad;1’711;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Norwegian Bokmål;false;Latin;;;;;;;;;;
nob;text file;word list;Broad;1’292;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Norwegian Bokmål;false;Latin;;;;;;;;;;
nob;text file;word list;Narrow;587;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Norwegian Bokmål;false;Latin;;;;;;;;;;
non;text file;word list;Broad;164;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Old Norse;false;Latin;;;;;;;;;;
nor;text file;word list;Broad;2’056;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Norwegian;false;Latin;;;;;;;;;;
nrf;text file;word list;Broad;175;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Jèrriais;false;Latin;;;;;;;;;;
nya;text file;word list;Broad;823;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Nyanja;false;Latin;;;;;;;;;;
oci;text file;word list;Broad;387;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Occitan (post 1500);false;Latin;;;;;;;;;;
oci;text file;word list;Narrow;293;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Occitan (post 1500);false;Latin;;;;;;;;;;
ofs;text file;word list;Broad;175;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Old Frisian;false;Latin;;;;;;;;;;
okm;text file;word list;Broad;334;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Middle Korean (10th-16th cent.);false;Hangul;;;;;;;;;;
ori;text file;word list;Broad;218;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Oriya (macrolanguage);false;Oriya;;;;;;;;;;
osp;text file;word list;Narrow;267;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Old Spanish;false;Latin;;;;;;;;;;
osx;text file;word list;Broad;181;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Old Saxon;false;Latin;;;;;;;;;;
ota;text file;word list;Narrow;159;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Ottoman Turkish (1500-1928);false;Arabic;;;;;;;;;;
naq;;;;;;;;;;;;;;Nama (Namibia);true;;;;;;;;;;;
pan;text file;word list;Broad;139;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Panjabi;false;Gurmukhi;;;;;;;;;;
pbv;text file;word list;Broad;101;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Pnar;false;Latin;;;;;;;;;;
pcc;text file;word list;Broad;105;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Bouyei;false;Latin;;;;;;;;;;
pdc;text file;word list;Broad;103;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Pennsylvania German;false;Latin;;;;;;;;;;
one;;;;;;;;;;;;;;Oneida;true;;;;;;;;;;;
phl;text file;word list;Broad;2’227;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Phalura;false;Latin;;;;;;;;;;
ote;;;;;;;;;;;;;;Mezquital Otomi;true;;;;;;;;;;;
pjt;text file;word list;Narrow;125;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Pitjantjatjara;false;Latin;;;;;;;;;;
pms;text file;word list;Broad;732;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Piemontese;false;Latin;;;;;;;;;;
pol;text file;word list;Broad;71’863;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Polish;false;Latin;;;;;;;;;;
pav;;;;;;;;;;;;;;Wari';true;;;;;;;;;;;
pes;pdf;full text (the north wind and the sun);unk;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Persian (Teheran);Western Farsi;true;;;;;;;;;;;
por;text file;word list;Broad;11’489;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Brazil;Portuguese;false;Latin;;;;;;;;;;
ron;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Bucarest;Romanian;false;;;;;;;;;;;
por;text file;word list;Broad;11’331;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Brazil;Portuguese;false;Latin;;;;;;;;;;
pes;pdf;full text (the north wind and the sun);unk;91;low;IPA;theNorthWindAndTheSun/farsi.pdf;theNorthWindAndTheSun/pes-orthographic.txt;theNorthWindAndTheSun/pes.txt;https://www.jstor.org/stable/44526112?refreqid=excelsior%3A62d0e9aac5348ffd9c0630ba7e5cde80&seq=3#metadata_info_tab_contents;12.08.2021;1;;Western Farsi;true;;;;;;;;;;;
por;text file;word list;Narrow;953;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Brazil;Portuguese;false;Latin;;;;;;;;;;
por;text file;word list;Broad;10’122;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Portugal;Portuguese;false;Latin;;;;;;;;;;
por;text file;word list;Broad;9’800;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Portugal;Portuguese;false;Latin;;;;;;;;;;
por;text file;word list;Narrow;312;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Portugal;Portuguese;false;Latin;;;;;;;;;;
pox;text file;word list;Broad;228;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Polabian;false;Latin;;;;;;;;;;
ppl;text file;word list;Broad;263;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Pipil;false;Latin;;;;;;;;;;
pus;text file;word list;Broad;1’242;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Pushto;false;Arabic;;;;;;;;;;
rgn;text file;word list;Broad;323;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;19.10.2021;0;;Romagnol;false;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
ron;text file;word list;Broad;4’103;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;"Romanian; Moldavian; Moldovan";false;Latin;;;;;;;;;;
ron;text file;word list;Narrow;6’377;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;"Romanian; Moldavian; Moldovan";false;Latin;;;;;;;;;;
ron;text file;word list;Narrow;6’271;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;"Romanian; Moldavian; Moldovan";false;Latin;;;;;;;;;;
rup;text file;word list;Narrow;149;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Macedo-Romanian;false;Latin;;;;;;;;;;
shn;image;full text (the north wind and the sun);;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Hsi Paw;Shan;false;;;;;;;;;;;
plt;;;;;;;;;;;;;;Plateau Malagasy;true;;;;;;;;;;;
pwn;;;;;;;;;;;;;;Paiwan;true;;;;;;;;;;;
qvi;;full text (the north wind and the sun);unk;87;low;IPA;;;theNorthWindAndTheSun/qvi.txt;;21.10.2021;0;;Imbabura Highland Quichua;true;;the transcription was provided by Simon Greenhill, https://github.com/SimonGreenhill/jipa;;;;;;;;;
ram;;;;;;;;;;;;;;Canela-Krahô;true;;;;;;;;;;;
rap;;;;;;;;;;;;;;Rapanui;true;;;;;;;;;;;
rma;;;;;;;;;;;;;;Rama;true;;;;;;;;;;;
rus;text file;word list;Narrow;402’586;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Russian;true;Cyrillic;WikiPron Data, mined from Wiktionary;;;;;;;;;
sah;text file;word list;Broad;162;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Yakut;false;Cyrillic;;;;;;;;;;
san;text file;word list;Broad;6’839;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Sanskrit;false;Devanagari;;;;;;;;;;
san;text file;word list;Narrow;673;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Sanskrit;false;Devanagari;;;;;;;;;;
sce;text file;word list;Broad;119;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Dongxiang;false;Latin;;;;;;;;;;
rus;pdf;full text (the north wind and the sun);unk;93;low;IPA;;;theNorthWindAndTheSun/rus.txt;;;;;Russian;true;Cyrillic;WikiPron Data, mined from Wiktionary;;;;;;;;;
scn;text file;word list;Broad;855;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Sicilian;false;Latin;;;;;;;;;;
rus;pdf;full text (the north wind and the sun);broad;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;;Russian;true;;;;;;;;;;;
scn;text file;word list;Narrow;287;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Sicilian;false;Latin;;;;;;;;;;
sco;text file;word list;Broad;900;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Scots;false;Latin;;;;;;;;;;
sco;text file;word list;Narrow;438;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Scots;false;Latin;;;;;;;;;;
sga;text file;word list;Broad;2’289;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Old Irish (to 900);false;Latin;;;;;;;;;;
shn;text file;word list;Broad;487;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Shan;false;Myanmar;;;;;;;;;;
sid;text file;word list;Broad;192;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Sidamo;false;Latin;;;;;;;;;;
slk;text file;word list;Broad;3’620;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Slovak;false;Latin;;;;;;;;;;
slk;text file;word list;Narrow;1’620;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Slovak;false;Latin;;;;;;;;;;
slv;text file;word list;;1’000;;IPA;;;;https://github.com/sigmorphon/2021-task1/tree/main/data/medium;13.07.2021;0;;Slovenian;false;;;;;;;;;;;
slv;text file;word list;Broad;4’396;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Slovenian;false;Latin;;;;;;;;;;
slv;text file;word list;Broad;4’390;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Slovenian;false;Latin;;;;;;;;;;
sme;text file;word list;Broad;3’387;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Northern Sami;false;Latin;;;;;;;;;;
sag;;;;;;;;;;;;;;Sango;true;;;;;;;;;;;
scs;;;;;;;;;;;;;;North Slavey;true;;;;;;;;;;;
ses;;;;;;;;;;;;;;Koyraboro Senni Songhai;true;;;;;;;;;;;
spa;text file;word list;Broad;60’805;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Castilian;"Spanish; Castilian";true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
spa;text file;word list;Broad;60’677;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Castilian;"Spanish; Castilian";true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
spa;text file;word list;Narrow;52’190;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Castilian;"Spanish; Castilian";true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
spa;text file;word list;Broad;48’718;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Latin America;"Spanish; Castilian";true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
spa;text file;word list;Broad;48’649;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Latin America;"Spanish; Castilian";true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
sqi;text file;word list;Broad;1’450;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Albanian;false;Latin;;;;;;;;;;
sqi;text file;word list;Narrow;823;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Albanian;false;Latin;;;;;;;;;;
srd;text file;word list;Broad;216;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Sardinian;false;Latin;;;;;;;;;;
srn;text file;word list;Broad;162;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Sranan Tongo;false;Latin;;;;;;;;;;
spa;text file;word list;Narrow;41’854;high;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;Latin America;"Spanish; Castilian";true;Latin;WikiPron Data, mined from Wiktionary;;;;;;;;;
spa;pdf;full text (the north wind and the sun);broad;;;IPA;the-principles-of-the-international-phonetic-association-1949.pdf;;;https://www.cambridge.org/core/journals/journal-of-the-international-phonetic-association/article/principles-of-the-international-phonetic-association-1949/ABD87488D9A321AFB8E5E67DF49EF6AF;09.07.2021;1;Castilian;Spanish;true;;;;;;;;;;;
spa;pdf;full text (the north wind and the sun);narrow;97;low;IPA;theNorthWindAndTheSun/spanish.pdf;theNorthWindAndTheSun/spa-orthographic.txt;theNorthWindAndTheSun/spa-narrow.txt;https://www.researchgate.net/publication/273382790_Castilian_Spanish;12.08.2021;1;Castilian;Spanish;true;;;;;;;;;;;
spa;pdf;full text (the north wind and the sun);broad;97;low;IPA;theNorthWindAndTheSun/spanish.pdf;theNorthWindAndTheSun/spa-orthographic.txt;theNorthWindAndTheSun/spa-broad.txt;https://www.researchgate.net/publication/273382790_Castilian_Spanish;12.08.2021;1;Castilian;Spanish;true;;;;;;;;;;;
stq;text file;word list;Broad;174;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Saterfriesisch;false;Latin;;;;;;;;;;
swe;text file;word list;Broad;3’544;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Swedish;false;Latin;;;;;;;;;;
swe;text file;word list;Narrow;222;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Swedish;false;Latin;;;;;;;;;;
syc;text file;word list;Narrow;5’947;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Classical Syriac;false;Syriac;;;;;;;;;;
syl;text file;word list;Broad;224;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Sylheti;false;Syloti Nagri;;;;;;;;;;
tam;text file;word list;Broad;2’485;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Tamil;false;Tamil;;;;;;;;;;
tam;text file;word list;Narrow;2’386;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Tamil;false;Tamil;;;;;;;;;;
tel;text file;word list;Broad;442;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Telugu;false;Telugu;;;;;;;;;;
tel;text file;word list;Narrow;386;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Telugu;false;Telugu;;;;;;;;;;
tgk;text file;word list;Broad;142;;IPA;;;;https://github.com/CUNY-CL/wikipron/tree/master/data/scrape;17.07.2021;0;;Tajik;false;Cyrillic;;;;;;;;;;
spp;;;;;;;;;;;;;;Supyire Senoufo;true;;;;;;;;;;;
